wc_ratio,cement_content,admixture_pct,curing_method,avg_temp_C,humidity_pct,demould_time_h,maturity_index,S28_predicted,strength_at_demould,risk_label
0.4708761438165616,393.4141788510283,0.8585519195513764,1,24.102004599121866,90.19799408712538,13.205816481966487,450.3448144031805,34.73096162263599,20.00221312140892,1
0.49378138892095813,314.7467190355856,1.0083322579757485,2,38.45180912146029,58.61854277173087,10.819936854935643,524.2455152015951,32.34685061291405,22.251065805074354,1
0.4813262147415752,333.7587518272008,0.9425018667666292,2,8.558417351262717,48.80475530790686,23.16385492573351,429.88448717586516,34.7503943215139,23.488597939568407,0
0.48610003724226003,325.45851596218097,1.1302288804028817,2,10.772597957584097,69.05592137443651,10.011677167548896,207.96854468261753,34.81170179558729,20.374599709222636,1
0.3732547360585761,363.4759259290132,0.47706647018912396,2,16.80401299516998,82.45513291450513,20.443846111901614,547.9771168546662,41.08002340365442,30.109557004276382,0
0.4190359676591261,444.5325207244582,1.136055602774177,0,15.925961545677385,58.329672624522246,18.126388202328847,469.9440434955979,46.903666991254504,27.50913507201116,0
0.5472305340778248,427.71580444966713,1.0801045084040912,1,8.574835331551572,51.32207895247974,8.671133373096346,161.06487454318597,31.61979252694941,13.314507462787189,2
0.44435126187817486,397.625753825536,0.5013876183669286,0,42.024756709939474,37.220972637050735,17.425790474613464,906.5725099201462,38.72563248515114,29.152763356518502,0
0.4335417133945952,351.75309999156997,0.5330683496101833,2,26.83421737506552,44.9550573912778,9.690454158252756,356.9402949281896,39.165108577575886,24.433720775539374,0
0.3819332698734301,317.37073340211117,0.8249662169490122,0,23.79979318735096,45.44445414464913,18.12531408933119,612.6318676751727,40.79246104743277,22.904442276993812,1
0.4312732810554923,422.21530220205375,0.4962563155686629,2,10.307635538266213,60.298815280317655,9.644090066994716,195.84866617874206,42.812827561573,21.628313342473646,1
0.4525152431848424,366.6502750624455,0.8554916802398491,2,8.457028023863625,41.767890121766456,13.24274286845332,244.4216762358631,38.6724018708379,19.889761287291638,2
0.47450939809245635,421.5454706000206,0.5352122218659023,2,32.093917172370396,71.55857375360655,22.669367083181022,954.2424603494818,39.475574741379,29.537427558357173,0
0.5079907280734365,448.7995513522277,0.5391257759053354,2,5.134918719657549,82.03118466191762,11.334953235985386,171.55359591775814,37.68703603869992,22.358991424079996,1
0.4041926415742439,310.31559029567217,0.5914827911134305,2,20.89285855829,74.39604653463091,9.69558281972274,299.5242686898811,36.84593572429871,23.328784592731996,0
